transaction_amount,transaction_frequency,transaction_hour,pin_attempts,device_change_count,new_recipient,location_change,upi_id_age_days,avg_transaction_amount,state,merchant_category,dob_year,is_fraud
1108.72,2,10,1,1,0,1,533,39.28,Kerala,Education,1996,0
958.37,17,23,3,1,1,1,43,3180.66,Delhi,Utilities,1971,1
1849.02,3,20,1,1,0,0,690,931.04,Karnataka,Electronics,1986,0
816.51,7,8,1,1,0,1,660,2938.33,Uttar Pradesh,Utilities,1994,0
1384.11,7,18,1,0,0,1,157,2210.13,Telangana,Clothing,1974,0
48.82,8,14,1,1,0,0,296,2543.51,Delhi,Entertainment,1999,0
4189.28,1,14,1,0,0,1,488,993.59,Maharashtra,Utilities,1988,0
3758.59,3,13,1,1,0,1,218,1698.74,Maharashtra,Clothing,1973,0
875.69,9,11,1,0,0,0,10,287.94,Tamil Nadu,Electronics,1975,0
462.74,7,18,1,1,0,1,634,30.29,Tamil Nadu,Travel,1978,0
126.96,4,17,1,1,0,1,408,552.5,Rajasthan,Food,1996,0
96.44,9,17,1,0,0,0,579,196.1,Telangana,Education,1991,0
2431.59,2,14,1,1,0,1,401,1622.71,Delhi,Entertainment,1987,0
489.23,9,19,1,1,0,1,19,1352.37,Kerala,Fuel,1993,0
1068.49,2,12,1,0,0,0,503,1602.33,Uttar Pradesh,Food,1971,0
241.4,6,14,1,1,0,1,572,132.2,Telangana,Education,1989,0
1248.95,6,16,1,0,0,0,252,421.9,Gujarat,Entertainment,1992,0
1425.11,6,6,1,0,0,0,92,1250.42,Maharashtra,Food,1993,0
4705.28,5,8,1,1,0,0,355,1393.09,Telangana,Grocery,1985,0
3306.55,7,7,1,1,0,1,113,871.15,Delhi,Travel,1973,0
906.38,1,8,1,1,0,1,674,267.88,Gujarat,Fuel,1974,0
445.54,5,7,1,0,0,0,484,151.89,Tamil Nadu,Healthcare,1979,0
1021.57,8,12,1,1,0,0,609,199.68,Kerala,Entertainment,1979,0
191.54,5,20,1,0,0,1,351,713.93,West Bengal,Entertainment,1986,0
1259.9,9,15,1,0,0,0,53,270.58,West Bengal,Food,1999,0
259.93,1,9,1,0,0,1,57,415.7,Telangana,Healthcare,1982,0
2508.28,5,6,1,0,0,1,186,688.48,Telangana,Travel,1980,0
861.41,7,4,1,0,1,2,17,3048.4,Gujarat,Food,1993,1
2157.3,6,15,1,1,0,0,330,182.9,Tamil Nadu,Travel,1975,0
2098.52,6,19,1,1,0,0,81,1785.57,Uttar Pradesh,Electronics,1983,0
527.18,7,16,1,0,0,0,354,678.38,Kerala,Electronics,1991,0
506.08,5,12,1,0,0,1,477,1972.82,Delhi,Education,1971,0
114.98,1,21,1,1,0,1,614,565.3,Gujarat,Grocery,1982,0
1180.95,1,11,1,0,0,1,516,314.36,Gujarat,Healthcare,1990,0
10.0,5,13,1,0,0,0,581,1332.21,Uttar Pradesh,Fuel,1982,0
517.44,9,13,1,1,0,1,478,303.08,Kerala,Utilities,1973,0
75.64,5,10,1,1,0,0,365,1385.26,Telangana,Electronics,1994,0
1317.33,3,14,1,0,0,0,684,113.38,Karnataka,Fuel,1971,0
3513.11,2,15,1,0,0,0,72,117.58,West Bengal,Entertainment,1988,0
493.08,1,14,1,0,0,1,178,996.55,Karnataka,Fuel,1970,0
720.11,3,17,1,1,0,0,68,459.18,Gujarat,Clothing,1987,0
187.58,8,8,1,1,0,1,73,1482.65,Maharashtra,Travel,1994,0
854.02,4,13,1,1,0,1,725,1073.08,Telangana,Travel,1972,0
1201.59,9,13,1,1,0,0,655,3246.96,Delhi,Fuel,1990,0
1421.68,3,16,1,0,0,1,237,471.06,Delhi,Healthcare,1973,0
2111.36,7,6,1,0,0,0,94,573.14,Kerala,Food,1973,0
1285.1,2,13,1,0,0,0,52,730.21,Maharashtra,Entertainment,1979,0
1570.79,6,21,1,1,0,0,381,851.33,Kerala,Healthcare,1996,0
6157.93,6,3,3,1,1,2,15,2888.59,Uttar Pradesh,Travel,1989,1
538.91,1,11,1,1,0,0,378,143.88,Rajasthan,Education,1976,0
651.82,2,16,1,0,0,1,515,1126.68,Delhi,Clothing,1983,0
234.35,1,12,1,0,0,0,393,568.44,Uttar Pradesh,Grocery,1991,0
2081.04,3,6,1,0,0,0,703,178.0,Telangana,Utilities,1970,0
1737.15,1,19,1,0,0,1,618,1438.4,Maharashtra,Clothing,1994,0
3976.35,1,11,1,1,0,1,659,254.06,Uttar Pradesh,Electronics,1985,0
883.81,2,14,1,1,0,0,671,1903.53,West Bengal,Travel,1995,0
134.4,3,12,1,0,0,1,74,888.56,West Bengal,Entertainment,1988,0
2193.03,2,18,1,1,0,1,721,213.99,Kerala,Grocery,1980,0
482.14,19,23,4,0,1,2,9,1746.8,Telangana,Food,1978,1
3850.16,6,18,1,0,0,1,633,88.4,Uttar Pradesh,Electronics,1995,0
141.1,6,13,1,0,0,0,393,873.04,Kerala,Electronics,1972,0
247.53,4,15,1,1,0,1,546,486.35,West Bengal,Clothing,1978,0
1739.14,6,19,1,1,0,1,443,256.39,Tamil Nadu,Utilities,1992,0
524.95,6,10,1,1,0,0,635,75.47,West Bengal,Fuel,1989,0
2029.97,4,12,1,1,0,1,252,2679.32,Rajasthan,Fuel,1994,0
1510.9,26,0,3,2,1,1,22,2303.04,Delhi,Clothing,1990,1
719.87,2,20,1,0,0,1,180,2159.29,Tamil Nadu,Utilities,1996,0
3222.37,7,8,1,1,0,0,260,1420.5,West Bengal,Entertainment,1978,0
492.88,6,6,1,0,0,1,701,1522.06,Kerala,Clothing,1995,0
3047.04,2,7,1,0,0,1,282,22.85,Delhi,Clothing,1999,0
501.51,8,10,1,0,0,0,326,301.37,Maharashtra,Entertainment,1970,0
413.44,7,15,1,1,0,1,368,258.08,Tamil Nadu,Food,1986,0
403.12,9,12,1,1,0,0,202,499.45,Telangana,Electronics,1979,0
1114.32,8,14,1,1,0,1,143,372.11,Tamil Nadu,Entertainment,1979,0
1146.96,7,9,1,0,0,0,83,1818.34,West Bengal,Clothing,1997,0
914.72,8,13,1,0,0,0,60,203.53,Uttar Pradesh,Clothing,1998,0
5895.28,25,4,4,1,0,0,23,16212.92,Gujarat,Electronics,1983,1
399.14,2,19,1,0,0,0,416,1072.31,Delhi,Food,1980,0
209.34,8,14,1,0,0,0,426,931.57,West Bengal,Entertainment,1976,0
167.68,3,16,1,1,0,0,630,1550.4,Tamil Nadu,Grocery,1973,0
105.29,3,15,1,1,0,0,547,1088.03,Uttar Pradesh,Grocery,1999,0
13042.15,10,0,2,1,0,0,15,6764.12,Tamil Nadu,Travel,1994,1
10.0,4,21,1,1,0,0,423,2157.36,Maharashtra,Fuel,1989,0
1928.73,4,20,1,1,0,1,228,344.2,Rajasthan,Clothing,1996,0
571.43,4,17,1,1,0,0,166,700.74,Uttar Pradesh,Electronics,1993,0
157.12,4,12,1,0,0,0,194,592.41,Gujarat,Fuel,1977,0
5103.46,1,21,1,1,0,1,481,556.46,Uttar Pradesh,Food,1995,0
121.33,5,14,1,0,0,0,431,384.9,Gujarat,Fuel,1993,0
417.24,9,21,1,0,0,0,118,60.53,Delhi,Education,1974,0
1013.57,6,17,1,1,0,0,253,1511.7,Kerala,Food,1997,0
2743.94,1,20,1,0,0,0,717,973.39,Telangana,Fuel,1991,0
1317.48,4,14,1,1,0,1,506,1843.41,Rajasthan,Fuel,1995,0
3259.44,1,12,1,0,0,1,511,1349.68,Gujarat,Clothing,1999,0
1819.77,2,23,3,2,1,2,42,5923.74,Tamil Nadu,Healthcare,1990,1
1929.84,7,13,1,1,0,0,198,993.98,Kerala,Utilities,1975,0
1459.38,2,10,1,0,0,1,6,2528.05,Uttar Pradesh,Fuel,1994,0
1726.65,3,7,1,0,0,1,348,829.29,Uttar Pradesh,Clothing,1992,0
3644.92,14,1,1,1,1,0,48,758.54,Uttar Pradesh,Clothing,1971,1
2167.07,5,16,1,1,0,0,193,2160.7,Rajasthan,Entertainment,1982,0
721.17,14,4,2,0,0,1,37,62.53,Maharashtra,Entertainment,1973,1
1508.69,6,14,1,1,0,1,401,1310.96,Tamil Nadu,Food,1999,0
356.17,5,8,1,0,0,1,495,2676.39,Delhi,Travel,1992,0
2014.01,5,14,1,1,0,1,190,2328.12,Tamil Nadu,Healthcare,1978,0
105.17,2,12,1,0,0,0,518,184.31,Karnataka,Food,1973,0
15412.06,21,1,4,1,0,0,42,2386.19,Karnataka,Healthcare,1992,1
1214.32,2,16,1,0,0,1,379,660.45,Gujarat,Entertainment,1988,0
1623.06,7,19,1,0,0,1,383,3060.87,Uttar Pradesh,Grocery,1970,0
1787.82,18,0,3,1,1,2,26,1800.78,Kerala,Food,1982,1
12767.1,16,0,2,2,0,0,18,4253.6,Telangana,Entertainment,1999,1
177.27,8,15,1,0,0,1,82,230.19,Delhi,Utilities,1998,0
2393.36,7,14,1,1,0,1,2,136.88,West Bengal,Healthcare,1970,0
3850.16,8,7,1,1,0,0,1,73.8,Gujarat,Healthcare,1994,0
1282.85,2,10,1,0,0,0,138,2386.98,Uttar Pradesh,Clothing,1978,0
296.87,8,10,1,0,0,1,598,696.78,Karnataka,Entertainment,1993,0
578.91,1,7,1,0,0,1,59,1101.88,Tamil Nadu,Entertainment,1986,0
2940.01,1,10,1,1,0,0,435,52.66,Kerala,Entertainment,1974,0
694.81,4,19,1,1,0,1,219,1966.06,Telangana,Travel,1979,0
140.35,9,10,1,1,0,1,654,43.0,Delhi,Healthcare,1998,0
7521.52,29,5,4,0,1,1,47,2679.37,Tamil Nadu,Clothing,1997,1
369.03,3,12,1,1,0,1,71,173.6,West Bengal,Education,1987,0
305.23,22,0,1,1,0,0,44,1335.77,Gujarat,Entertainment,1973,1
210.56,7,21,1,0,0,1,536,54.84,Delhi,Clothing,1976,0
1316.78,6,20,1,0,0,1,232,746.09,Rajasthan,Clothing,1991,0
1128.34,1,21,1,0,0,0,599,852.75,Telangana,Clothing,1990,0
473.89,8,19,1,0,0,1,405,633.04,Karnataka,Entertainment,1988,0
175.44,4,12,1,1,0,1,126,2602.75,Karnataka,Grocery,1972,0
86.04,7,7,1,1,0,1,436,1045.82,Telangana,Healthcare,1977,0
201.7,5,19,1,1,0,0,172,229.9,West Bengal,Entertainment,1973,0
51.12,4,9,1,0,0,0,561,212.96,Telangana,Travel,1978,0
147.76,9,13,1,0,0,1,88,878.48,West Bengal,Education,1982,0
1398.97,1,23,3,1,1,2,48,628.84,Gujarat,Travel,1989,1
4417.14,1,18,1,1,0,0,50,2241.18,Karnataka,Healthcare,1987,0
1008.15,7,18,1,1,0,1,158,151.19,Uttar Pradesh,Food,1973,0
224.12,2,20,1,0,0,1,109,201.27,Tamil Nadu,Fuel,1999,0
628.14,1,14,1,0,0,1,685,566.44,Gujarat,Grocery,1991,0
1305.66,6,11,1,1,0,0,726,2048.28,Delhi,Clothing,1978,0
7877.78,9,1,4,0,1,1,36,5176.81,Gujarat,Clothing,1996,1
1270.98,28,3,3,2,0,2,22,4885.97,Delhi,Food,1978,1
556.72,3,20,1,1,0,0,204,1039.29,Kerala,Entertainment,1999,0
7773.27,3,5,1,2,1,2,31,2572.27,Rajasthan,Grocery,1976,1
636.74,3,18,1,1,0,0,82,1330.43,Maharashtra,Entertainment,1978,0
226.34,9,18,1,0,0,0,723,384.71,Kerala,Travel,1973,0
1040.81,2,18,1,1,0,0,236,3157.13,Maharashtra,Clothing,1979,0
3898.97,7,6,1,0,0,1,26,3915.69,Gujarat,Utilities,1974,0
1184.35,2,15,1,0,0,1,703,885.49,Uttar Pradesh,Food,1993,0
616.13,5,20,1,1,0,0,434,2114.87,Karnataka,Food,1973,0
2041.35,6,8,1,0,0,0,350,298.92,Maharashtra,Clothing,1994,0
483.13,7,18,1,0,0,0,611,1334.16,Delhi,Healthcare,1979,0
618.52,6,9,1,0,0,1,280,79.76,West Bengal,Travel,1980,0
2269.16,4,12,1,0,0,0,173,1340.11,Rajasthan,Education,1999,0
433.37,6,10,1,0,0,1,720,377.91,Uttar Pradesh,Grocery,1973,0
2462.9,7,14,1,1,0,1,68,844.62,Telangana,Fuel,1980,0
71.77,6,7,1,1,0,1,623,352.49,Uttar Pradesh,Grocery,1976,0
119.92,3,14,1,0,0,1,485,1510.84,Delhi,Fuel,1983,0
8880.98,22,22,2,0,0,2,56,2939.35,West Bengal,Food,1990,1
758.28,9,18,1,1,0,1,724,543.75,West Bengal,Education,1990,0
173.21,6,15,1,0,0,1,223,96.27,Tamil Nadu,Travel,1977,0
465.66,28,5,4,2,0,2,43,2764.71,Uttar Pradesh,Clothing,1977,1
234.02,1,16,1,1,0,0,359,265.19,Kerala,Food,1986,0
362.08,9,11,1,1,0,0,620,201.63,Rajasthan,Utilities,1989,0
743.77,7,7,1,0,0,0,517,100.15,West Bengal,Utilities,1996,0
47.28,9,18,1,0,0,0,618,433.79,Karnataka,Travel,1972,0
2731.99,6,16,1,1,0,1,566,77.07,Telangana,Fuel,1990,0
548.21,6,17,1,0,0,0,599,767.81,Tamil Nadu,Clothing,1970,0
477.83,1,10,1,1,0,0,214,1229.0,Uttar Pradesh,Healthcare,1998,0
1989.46,4,8,1,1,0,1,484,648.0,West Bengal,Clothing,1981,0
1251.65,2,8,1,0,0,0,669,783.6,Rajasthan,Electronics,1997,0
18.22,6,18,1,0,0,0,339,510.45,Kerala,Healthcare,1983,0
13.64,1,9,1,1,0,1,629,693.79,Tamil Nadu,Travel,1975,0
2067.05,6,18,1,1,0,0,364,671.18,Karnataka,Utilities,1994,0
446.05,9,8,1,1,0,1,224,330.38,Delhi,Fuel,1983,0
1764.75,21,5,1,0,0,1,18,18221.49,Gujarat,Travel,1983,1
3049.33,6,16,1,1,0,1,692,328.3,Delhi,Fuel,1971,0
626.64,7,7,1,0,0,0,565,850.86,Rajasthan,Utilities,1978,0
1127.26,7,13,1,0,0,1,108,1124.9,Maharashtra,Clothing,1978,0
392.98,1,8,1,0,0,0,133,824.92,Kerala,Electronics,1976,0
1397.13,1,20,1,1,0,0,436,506.05,Rajasthan,Travel,1975,0
15529.22,2,3,4,0,0,0,9,2311.41,Delhi,Education,1985,1
2334.53,8,13,1,1,0,1,623,2444.47,Uttar Pradesh,Fuel,1972,0
696.41,2,6,1,1,0,1,358,256.01,Gujarat,Healthcare,1983,0
556.96,8,19,1,0,0,0,544,555.66,Gujarat,Travel,1987,0
1470.42,7,20,1,0,0,0,635,2197.56,Tamil Nadu,Education,1981,0
1792.25,4,17,1,0,0,1,193,479.22,West Bengal,Healthcare,1989,0
993.11,5,6,1,1,0,0,463,241.01,Maharashtra,Healthcare,1992,0
423.92,5,14,1,0,0,1,535,573.83,Karnataka,Healthcare,1993,0
155.96,8,8,1,0,0,0,361,2698.09,Maharashtra,Travel,1995,0
21959.95,14,2,4,1,0,2,48,4583.81,Karnataka,Travel,1992,1
5314.91,24,22,4,2,0,2,59,8040.08,Uttar Pradesh,Entertainment,1974,1
53.01,4,8,1,1,0,0,658,304.05,Telangana,Healthcare,1982,0
2153.96,3,14,1,0,0,0,125,1053.65,West Bengal,Fuel,1986,0
742.1,9,11,1,1,0,1,266,355.4,Kerala,Entertainment,1984,0
149.23,1,14,1,0,0,0,11,597.26,Tamil Nadu,Food,1982,0
615.11,5,7,1,1,0,1,9,366.4,Karnataka,Electronics,1991,0
1425.95,2,21,1,0,0,1,679,686.88,Karnataka,Entertainment,1998,0
246.38,5,16,1,1,0,0,437,875.55,Delhi,Electronics,1991,0
2757.5,1,16,1,0,0,1,688,760.63,Telangana,Electronics,1977,0
906.39,2,6,1,0,0,0,373,673.18,West Bengal,Clothing,1973,0
2218.37,1,11,1,1,0,0,197,166.69,Karnataka,Utilities,1983,0
472.73,6,7,1,1,0,1,117,33.35,Karnataka,Fuel,1998,0
1716.2,2,19,1,0,0,1,646,195.78,Gujarat,Healthcare,1985,0
2056.92,7,15,1,0,0,0,341,790.09,Tamil Nadu,Food,1982,0
1651.83,4,10,1,1,0,1,415,1405.87,Delhi,Grocery,1996,0
464.39,6,18,1,1,0,1,113,527.48,West Bengal,Fuel,1973,0
1812.21,7,9,1,1,0,0,363,1533.52,Uttar Pradesh,Utilities,1985,0
7469.95,4,17,1,0,0,1,310,1089.31,Tamil Nadu,Food,1989,0
844.18,9,7,1,0,0,1,275,616.08,Karnataka,Grocery,1979,0
443.19,9,10,1,0,0,1,80,279.64,Kerala,Grocery,1994,0
1265.73,4,15,1,1,0,0,529,1014.24,West Bengal,Utilities,1994,0
177.95,1,19,1,1,0,1,717,1475.42,Gujarat,Healthcare,1981,0
560.98,8,15,1,0,0,1,509,3197.17,Tamil Nadu,Electronics,1978,0
2749.04,6,11,1,1,0,1,447,336.2,Uttar Pradesh,Entertainment,1976,0
5609.05,3,21,1,1,0,1,144,671.55,Uttar Pradesh,Clothing,1986,0
2892.16,5,11,1,0,0,0,209,47.52,Karnataka,Fuel,1987,0
2435.37,1,19,1,0,0,1,619,1184.15,Telangana,Education,1983,0
2020.03,5,12,1,0,0,1,497,1291.68,Tamil Nadu,Healthcare,1985,0
364.79,1,8,1,1,0,0,409,2770.53,West Bengal,Food,1989,0
1750.98,6,20,1,0,0,0,36,526.41,Delhi,Entertainment,1994,0
917.52,6,16,1,1,0,0,206,3049.5,Uttar Pradesh,Healthcare,1995,0
3895.49,10,4,4,2,1,1,22,9257.19,West Bengal,Travel,1986,1
395.77,8,16,1,0,0,1,79,1844.74,Rajasthan,Electronics,1994,0
676.98,8,18,1,0,0,1,627,520.48,Uttar Pradesh,Entertainment,1970,0
1301.93,1,18,1,1,0,1,476,24.77,Kerala,Travel,1990,0
1572.73,6,6,1,1,0,1,438,143.73,Uttar Pradesh,Travel,1984,0
364.65,7,10,1,0,0,1,528,369.33,Rajasthan,Grocery,1982,0
3994.63,3,9,1,0,0,0,570,1206.74,Delhi,Grocery,1975,0
303.8,6,18,1,1,0,1,240,602.29,Karnataka,Fuel,1981,0
100.1,8,15,1,0,0,1,652,386.74,Karnataka,Healthcare,1996,0
1437.47,3,11,1,0,0,1,714,4323.73,Gujarat,Food,1975,0
530.4,2,9,1,0,0,1,711,418.27,Kerala,Fuel,1997,0
257.59,3,10,1,1,0,1,309,901.13,Delhi,Entertainment,1981,0
738.84,5,18,1,0,0,1,24,2411.93,Delhi,Grocery,1991,0
217.26,5,9,1,1,0,0,154,91.68,Gujarat,Utilities,1992,0
1476.71,8,10,1,0,0,0,342,445.22,Karnataka,Travel,1984,0
1280.01,1,17,1,1,0,1,475,862.53,Uttar Pradesh,Travel,1988,0
729.17,1,13,1,1,0,1,504,903.92,Karnataka,Grocery,1986,0
445.27,6,15,1,0,0,0,454,242.27,Gujarat,Clothing,1990,0
908.41,8,13,1,0,0,1,469,1560.32,Delhi,Electronics,1989,0
104.51,8,15,1,0,0,1,526,602.14,West Bengal,Grocery,1977,0
10.0,8,19,1,0,0,0,209,1282.55,West Bengal,Healthcare,1976,0
3161.92,6,19,1,1,0,1,372,324.12,Maharashtra,Food,1995,0
1480.21,5,18,1,0,0,1,660,1553.3,Gujarat,Clothing,1981,0
585.32,5,19,1,0,0,0,436,276.14,West Bengal,Travel,1974,0
700.48,9,9,1,0,0,1,640,171.47,Kerala,Entertainment,1999,0
794.7,3,21,1,1,0,0,446,319.7,Gujarat,Fuel,1975,0
2954.32,3,7,1,0,0,1,390,300.84,Delhi,Clothing,1989,0
2226.87,2,13,1,0,0,1,192,146.08,Telangana,Fuel,1993,0
12021.04,29,22,1,1,0,2,12,7247.63,Uttar Pradesh,Food,1999,1
194.45,1,17,1,0,0,1,337,310.01,Delhi,Grocery,1976,0
2851.51,12,5,1,0,0,0,49,2081.69,Delhi,Fuel,1999,1
1474.2,29,4,3,0,1,2,41,4099.18,Gujarat,Healthcare,1974,1
942.43,7,11,1,0,0,0,4,4254.12,Telangana,Healthcare,1999,0
571.23,2,16,1,0,0,0,328,645.71,Maharashtra,Food,1972,0
1228.6,7,10,1,0,0,1,591,661.87,Karnataka,Food,1990,0
529.72,8,11,1,1,0,0,507,1142.97,Delhi,Grocery,1980,0
16999.9,8,22,3,1,1,1,1,1217.98,Maharashtra,Clothing,1998,1
1042.67,9,7,1,0,0,1,357,1712.29,Kerala,Food,1973,0
6331.28,1,16,1,1,0,0,599,127.02,West Bengal,Education,1999,0
4101.2,2,16,1,0,0,1,72,2012.36,Rajasthan,Grocery,1994,0
271.1,1,6,1,1,0,1,223,1592.04,Kerala,Clothing,1982,0
1260.94,4,12,1,0,0,0,417,264.01,Rajasthan,Clothing,1977,0
893.54,7,20,1,1,0,1,33,89.7,Rajasthan,Travel,1976,0
7440.36,20,4,2,1,1,0,26,21672.25,Tamil Nadu,Food,1978,1
3325.62,7,21,1,0,0,0,596,2332.77,Gujarat,Travel,1977,0
562.34,1,19,1,1,0,1,270,230.19,Karnataka,Grocery,1971,0
1778.35,1,9,1,1,0,0,112,1115.85,Uttar Pradesh,Clothing,1981,0
683.38,9,8,1,1,0,0,25,2064.6,Gujarat,Clothing,1982,0
149.37,6,17,1,1,0,1,209,2423.58,Tamil Nadu,Grocery,1985,0
428.33,6,14,1,0,0,0,213,1261.17,Karnataka,Travel,1992,0
1232.22,4,21,1,1,0,1,240,421.01,Rajasthan,Electronics,1990,0
765.66,1,21,1,0,0,1,24,656.9,Karnataka,Fuel,1993,0
16863.6,26,3,1,2,1,1,33,3878.54,Tamil Nadu,Healthcare,1970,1
672.6,8,17,1,1,0,1,244,2391.23,Maharashtra,Utilities,1987,0
80.61,9,15,1,0,0,0,257,3412.58,Maharashtra,Entertainment,1974,0
17225.97,7,3,4,2,1,1,32,210.76,Uttar Pradesh,Entertainment,1972,1
1029.11,7,13,1,1,0,1,513,918.15,Karnataka,Fuel,1993,0
1476.95,9,13,1,1,0,0,342,248.26,Telangana,Travel,1996,0
729.11,3,14,1,1,0,0,44,884.93,Uttar Pradesh,Clothing,1978,0
404.21,8,16,1,1,0,0,423,1468.87,Rajasthan,Electronics,1991,0
112.05,9,9,1,0,0,1,362,625.38,Maharashtra,Food,1983,0
4738.36,3,6,1,0,0,0,138,391.6,Gujarat,Healthcare,1998,0
1702.68,6,9,1,0,0,1,218,986.07,Telangana,Grocery,1984,0
995.9,3,11,1,0,0,0,331,424.43,Telangana,Education,1970,0
2115.77,4,17,1,1,0,1,229,1225.32,Kerala,Clothing,1987,0
3509.35,9,15,1,1,0,1,540,235.58,Rajasthan,Fuel,1987,0
87.63,3,13,1,0,0,0,48,142.59,West Bengal,Healthcare,1985,0
2947.18,7,16,1,1,0,1,43,1311.3,Rajasthan,Clothing,1972,0
330.5,1,21,1,0,0,0,619,155.33,Tamil Nadu,Travel,1997,0
135.84,5,10,1,1,0,1,31,329.13,Delhi,Clothing,1976,0
748.51,8,17,1,0,0,0,181,3988.06,Gujarat,Clothing,1999,0
1003.6,23,4,1,0,0,0,34,2733.57,Telangana,Clothing,1977,1
1596.63,7,16,1,1,0,1,484,583.25,Karnataka,Travel,1995,0
1854.6,4,13,1,1,0,0,494,1929.94,Telangana,Food,1973,0
1822.5,4,21,1,0,0,1,74,2946.75,Delhi,Entertainment,1978,0
3775.68,1,1,1,2,0,2,56,1557.48,Gujarat,Clothing,1970,1
582.05,4,10,1,0,0,0,100,1877.35,Telangana,Entertainment,1975,0
2312.78,5,21,1,0,0,0,275,529.62,Kerala,Clothing,1971,0
853.76,4,18,1,1,0,0,7,256.79,Rajasthan,Food,1983,0
1471.33,2,6,1,1,0,0,566,1292.92,Delhi,Clothing,1973,0
234.79,3,8,1,1,0,1,693,755.34,Telangana,Entertainment,1998,0
5833.1,24,1,4,1,0,2,29,6730.09,West Bengal,Food,1988,1
3144.19,2,6,1,1,0,0,504,519.76,Uttar Pradesh,Entertainment,1995,0
931.87,8,11,1,0,0,0,260,351.56,Tamil Nadu,Fuel,1974,0
1038.77,4,11,1,0,0,0,119,370.24,Gujarat,Food,1986,0
2170.65,4,16,1,0,0,0,255,44.51,Tamil Nadu,Food,1984,0
248.24,2,19,1,1,0,0,535,729.42,Karnataka,Food,1977,0
639.02,9,9,1,1,0,1,269,728.9,Tamil Nadu,Grocery,1974,0
374.84,2,10,1,0,0,0,53,316.73,Gujarat,Travel,1977,0
2464.52,7,15,1,0,0,0,642,293.02,Tamil Nadu,Grocery,1971,0
175.55,9,10,1,1,0,1,547,51.21,Rajasthan,Electronics,1978,0
5589.46,26,2,4,1,0,0,49,2454.82,Tamil Nadu,Clothing,1987,1
1413.68,1,11,1,1,0,1,368,256.21,Uttar Pradesh,Clothing,1977,0
367.69,5,14,1,1,0,0,154,2460.13,West Bengal,Entertainment,1981,0
392.84,9,11,1,0,0,1,652,1275.72,Tamil Nadu,Entertainment,1983,0
539.32,8,12,1,1,0,1,678,1804.21,Telangana,Electronics,1988,0
2779.27,3,15,1,0,0,0,180,950.22,Maharashtra,Grocery,1974,0
1955.21,8,14,1,0,0,0,310,658.89,Rajasthan,Education,1983,0
2143.46,5,6,1,0,0,1,667,749.42,Kerala,Food,1989,0
791.89,9,17,1,1,0,1,146,2518.06,Gujarat,Entertainment,1983,0
315.16,2,8,1,1,0,1,513,995.6,Delhi,Food,1985,0
1246.96,3,14,1,0,0,0,473,40.95,Uttar Pradesh,Fuel,1973,0
2300.15,1,14,1,0,0,0,60,90.86,Karnataka,Electronics,1999,0
44.59,8,11,1,1,0,0,2,588.09,Rajasthan,Grocery,1985,0
154.37,6,18,1,0,0,1,496,225.44,Tamil Nadu,Utilities,1994,0
160.35,8,10,1,1,0,0,109,634.08,Delhi,Entertainment,1974,0
348.74,7,7,1,1,0,0,667,436.23,Telangana,Clothing,1983,0
717.19,6,6,1,0,0,0,713,2390.8,Rajasthan,Food,1985,0
231.01,7,8,1,1,0,1,722,517.51,Tamil Nadu,Entertainment,1972,0
43.53,2,18,1,0,0,1,545,519.95,Kerala,Fuel,1984,0
676.95,1,14,1,0,0,0,353,1729.4,Gujarat,Utilities,1973,0
1959.41,5,16,1,1,0,1,441,398.45,Gujarat,Education,1981,0
396.47,25,22,1,2,1,2,18,714.22,Karnataka,Clothing,1986,1
1709.05,8,18,1,1,0,1,449,5303.8,Karnataka,Education,1997,0
3184.32,6,16,1,0,0,1,681,415.27,Gujarat,Grocery,1986,0
754.19,8,18,1,1,0,1,382,127.33,Rajasthan,Fuel,1972,0
278.88,1,7,1,0,0,1,505,1830.63,Telangana,Education,1979,0
517.57,3,10,1,1,0,1,94,2388.07,Telangana,Entertainment,1976,0
2575.67,12,3,1,1,0,1,48,177.74,Karnataka,Food,1975,1
2726.54,6,14,1,1,0,1,518,1785.14,Rajasthan,Entertainment,1996,0
2577.41,8,11,1,0,0,1,84,272.91,Kerala,Healthcare,1986,0
603.97,9,16,1,0,0,0,555,1545.81,Karnataka,Travel,1995,0
2812.11,3,18,1,1,0,1,446,643.44,Karnataka,Entertainment,1989,0
717.42,7,13,1,0,0,0,35,116.73,Gujarat,Travel,1987,0
3751.97,5,11,1,1,0,1,452,1799.12,Gujarat,Healthcare,1984,0
2442.77,8,19,1,0,0,0,100,1312.78,Karnataka,Education,1987,0
1222.68,6,10,1,0,0,0,520,5285.76,Maharashtra,Travel,1985,0
2006.35,9,12,1,0,0,1,481,536.2,Telangana,Healthcare,1988,0
811.62,6,9,1,0,0,1,292,48.89,Telangana,Education,1989,0
22.29,1,14,1,1,0,0,271,842.53,Karnataka,Utilities,1974,0
1409.59,6,16,1,0,0,1,630,429.24,Delhi,Grocery,1979,0
959.66,8,10,1,0,0,1,190,1679.78,Karnataka,Utilities,1982,0
138.52,8,12,1,0,0,0,345,589.0,Maharashtra,Grocery,1971,0
353.37,7,13,1,0,0,0,287,1279.29,Karnataka,Entertainment,1995,0
2350.68,3,17,1,0,0,0,37,409.2,Tamil Nadu,Electronics,1970,0
486.4,7,9,1,0,0,0,90,1525.64,Gujarat,Healthcare,1983,0
